feature_id,timestamp,tokens
12,1466079980,31
12,1466421122,41
12,1469262184,0
12,1469279249,41
12,1469284558,0
12,1469288107,41
12,1471678781,0
12,1471737212,41
12,1499692111,40
12,1505749671,39
12,1506511531,38
12,1528922378,30
13,1439445600,19
13,1449295200,18
13,1454133600,17
13,1469262184,0
13,1469279249,17
13,1469284558,0
13,1469288107,17
13,1481825927,18
13,1483992049,17
13,1508362158,0
13,1508365765,16
13,1513702876,17
14,1459857516,80
14,1469262184,0
14,1469279249,80
14,1469284558,0
14,1469288107,80
14,1469649417,78
14,1470765805,77
14,1472057715,80
14,1472726962,83
14,1476046362,79
14,1478257404,77
14,1479945753,92
14,1481732020,98
14,1482417208,106
14,1483167287,91
14,1483966819,85
14,1484228084,84
14,1485780892,190
14,1491225903,186
14,1491860236,190
14,1492796634,188
14,1495129136,184
14,1495864401,82
14,1496145480,188
14,1496293284,82
14,1496350930,188
14,1499792972,186
14,1504093876,182
14,1505991508,175
14,1513810996,153
14,1515092598,151
14,1516204934,150
14,1521750900,148
14,1522772573,147
14,1523470729,145
14,1523996872,143
14,1529416203,144
14,1532063642,143
15,1442296800,452
15,1454652000,964
15,1456466400,448
15,1457416800,964
15,1458194400,448
15,1459317600,960
15,1466054778,448
15,1466079980,960
15,1466421122,512
15,1469262184,0
15,1469279249,512
15,1469284558,0
15,1469288107,512
15,1471678781,0
15,1471737212,512
16,1431928800,10
16,1436335200,42
16,1469262184,0
16,1469279249,42
16,1469284558,0
16,1469288107,42
16,1497999263,52
17,1366956000,14
17,1374040800,15
17,1380780000,13
17,1424844000,12
17,1428732000,11
17,1429509600,12
17,1438063200,11
17,1445407200,13
17,1458885600,11
17,1460095200,20
17,1464711278,18
17,1465825373,19
17,1467059888,18
17,1472154945,22
17,1472636928,18
17,1474312974,0
17,1474316574,18
17,1476897090,20
18,1402984800,10
18,1426226400,9
18,1441260000,10
18,1444284000,12
18,1446012000,11
18,1454133600,9
18,1460144512,0
18,1460153248,9
18,1460648584,0
18,1460652183,9
18,1461066771,20
18,1464711278,18
18,1465825373,19
18,1467059888,18
18,1472154945,22
18,1472636928,18
18,1474312974,0
18,1474316574,18
18,1476897090,20
19,1462366480,5600
19,1463816553,0
19,1463834369,5600
19,1466842921,0
19,1466857314,5600
19,1466905034,0
19,1466908636,5600
19,1469268472,0
19,1469272046,5600
19,1470171581,5800
19,1471403250,6200
19,1472506991,7100
19,1477121096,0
19,1477139015,7100
19,1478127682,7500
19,1481724806,7700
19,1509817450,8000
19,1520068247,0
19,1520093986,8000
19,1521844580,7700
19,1525387202,8000
19,1527277766,7700
20,1447048800,1
20,1460745775,2
20,1464061213,12
20,1472506991,14
20,1478127682,8
20,1510912743,0
20,1510934355,8
20,1510937964,0
20,1510948767,8
20,1513832609,0
20,1513865036,8
20,1516598959,0
20,1516628926,8
20,1518227598,0
20,1518231205,8
20,1520068247,0
20,1520093986,8
21,1462366480,5600
21,1470171581,5800
21,1471403250,6200
21,1472506991,7100
21,1478127682,7500
21,1481724806,7700
21,1509817450,8000
21,1520068247,0
21,1520093986,8000
21,1521844580,7700
21,1525387202,8000
21,1527277766,7700
22,1459989179,1475
22,1460462717,1325
22,1463459195,1201
22,1468817924,691
22,1469262184,0
22,1469288107,691
22,1471661055,0
22,1471664346,691
22,1471737212,0
22,1471784038,691
22,1472003702,0
22,1472036106,691
22,1472636928,0
22,1472640526,691
22,1473130360,0
22,1473159175,691
22,1475123493,350
22,1475307721,0
22,1475322069,350
22,1477121096,0
22,1477135414,350
22,1480333654,100
22,1482568722,0
22,1482883778,100
23,1402984800,18
23,1417413600,21
23,1420437600,24
23,1434693600,23
23,1440741600,22
23,1454047200,24
23,1459922400,22
23,1460144512,0
23,1460153248,22
23,1460648584,0
23,1460652183,22
23,1461066771,50
23,1471424855,48
23,1473760271,46
23,1474312974,0
23,1474316574,46
23,1481033898,44
23,1484335283,46
23,1484765442,50
23,1486288885,44
23,1486292495,50
23,1486548498,44
23,1486552105,50
23,1486635006,44
23,1486638607,50
24,1366956000,24
24,1374040800,25
24,1374472800,28
24,1406095200,20
24,1412056800,28
24,1418277600,29
24,1429509600,30
24,1444802400,31
24,1454047200,26
24,1459836000,28
24,1460095200,50
24,1471424855,48
24,1473760271,46
24,1474312974,0
24,1474316574,46
24,1481033898,44
24,1484335283,46
24,1484765442,50
24,1486288885,44
24,1486292495,50
24,1486548498,44
24,1486552105,50
24,1486635006,44
24,1486638607,50
25,1367042400,26
25,1371362400,24
25,1377237600,21
25,1468333401,23
25,1474068407,0
25,1474122847,23
25,1484601385,21
25,1492857904,0
25,1493048927,21
27,1366956000,8
27,1406095200,7
27,1410242400,8
27,1444629600,9
27,1454047200,8
27,1458194400,7
27,1460095200,10
27,1474312974,0
27,1474316574,10
27,1476897090,11
28,1402984800,2
28,1454047200,3
28,1460144512,0
28,1460153248,3
28,1460648584,0
28,1460652183,3
28,1461066771,10
28,1474312974,0
28,1474316574,10
28,1476897090,11
29,1464732895,4
30,1442988000,2
30,1492879532,0
30,1492883143,2
31,1442296800,32
31,1454652000,47
31,1456466400,31
31,1457416800,47
31,1458194400,31
31,1459317600,46
31,1466054778,31
31,1466079980,46
31,1466421122,54
31,1469262184,0
31,1469279249,54
31,1469284558,0
31,1469288107,54
31,1471678781,0
31,1471737212,54
31,1499692111,53
31,1505749671,52
31,1506511531,51
31,1528922378,20
32,1442642400,19
32,1449554400,18
33,1459789097,97
33,1460673793,96
33,1462207294,97
33,1462380882,0
33,1462384482,96
33,1463513610,97
33,1466319903,96
33,1466428324,97
33,1466615027,96
33,1466697861,97
33,1468738729,96
33,1469544968,97
33,1470668573,98
33,1470672173,99
33,1470675773,100
33,1470751406,97
33,1470755003,98
33,1470762205,99
33,1471158362,97
33,1471360048,98
33,1471447415,97
33,1474182406,96
33,1474305767,97
33,1474575234,96
33,1475511997,97
33,1476599978,96
33,1477326821,97
33,1479029536,96
33,1480362460,97
33,1482278089,96
33,1482336004,97
33,1483623627,0
33,1483749754,96
33,1483974026,97
33,1485080452,96
33,1485213765,97
33,1491721068,96
33,1492724554,97
33,1492929984,96
33,1493221940,97
33,1494743406,0
33,1494747013,96
33,1496163522,97
33,1497768551,96
33,1497912726,86
33,1500414528,87
33,1502387635,88
33,1502607494,87
33,1502820130,88
33,1503133763,87
33,1505419726,88
33,1505632272,86
33,1506547541,87
33,1508050980,86
33,1508362158,87
33,1510076925,88
33,1510257066,89
33,1510855103,90
33,1510858702,89
33,1511602793,88
33,1511682052,86
33,1512071120,87
33,1513497564,86
33,1513706477,87
33,1514349608,0
33,1514428834,86
33,1515439403,87
33,1515916147,86
33,1516305790,87
33,1517532270,0
33,1517539471,87
33,1518940800,86
33,1519081259,87
33,1519153287,88
33,1519171292,87
33,1519326147,88
33,1519351378,87
33,1519596254,86
33,1519920390,87
33,1521206834,86
33,1521210437,87
33,1521214037,86
33,1521217639,87
33,1521228450,86
33,1521459032,87
33,1521736499,86
33,1524068945,87
33,1524429163,86
33,1524632791,87
33,1525289928,86
33,1525880650,87
33,1526196120,86
33,1526318622,87
33,1529693252,86
33,1530111389,87
33,1530122199,86
33,1530202125,87
33,1530220151,86
33,1531940282,87
33,1532243847,86
33,1532370486,87
33,1533560155,86
33,1533744022,87
33,1534662550,86
33,1535111984,87
34,1464386016,15
37,1423029600,7
37,1480535639,4
40,1387173600,14
40,1401948000,13
40,1421820000,14
40,1433311200,12
40,1448949600,15
40,1462095684,0
40,1462099284,15
40,1468279173,10
40,1474258067,9999
40,1474261670,10
40,1475314870,0
40,1475318470,10
41,1461342473,0
41,1461360485,1000
41,1463949543,0
41,1463953146,1000
41,1476553166,0
41,1476563967,1000
41,1482072702,0
41,1482076309,1000
41,1493647245,0
41,1493650857,1000
41,1514356807,0
41,1514480137,1000
41,1520947424,0
41,1520951024,1000
41,1529765342,0
41,1529848225,1000
41,1531860557,0
41,1531867780,1000
42,1367042400,21
42,1370239200,42
42,1370325600,21
42,1377237600,42
42,1377324000,21
42,1387173600,39
42,1387346400,18
42,1401948000,16
42,1421820000,18
42,1433311200,16
42,1448949600,21
42,1462095684,0
42,1462099284,21
42,1475314870,0
42,1475318470,21
43,1442296800,11
43,1454652000,26
43,1459231200,11
43,1459317600,26
43,1466421122,21
43,1469262184,0
43,1469279249,21
43,1469284558,0
43,1469288107,21
43,1471678781,0
43,1471737212,21
43,1497555815,23
43,1528922378,26
44,1445839200,9
44,1450245600,15
44,1455688800,13
44,1492879532,0
44,1492883143,13
44,1513378644,10
44,1521073543,9
44,1526329435,21
45,1366956000,4
45,1444802400,5
45,1458972000,4
45,1460095200,11
45,1470942271,12
45,1474312974,0
45,1474316574,12
46,1402984800,5
46,1420437600,6
46,1458885600,7
46,1460144512,0
46,1460153248,7
46,1460648584,0
46,1460652183,7
46,1461066771,11
46,1470942271,12
46,1474312974,0
46,1474316574,12
48,1456812000,3500
48,1477420473,2750
48,1481868973,0
48,1481925007,3500
48,1495057042,3700
48,1495064260,3500
48,1507217473,2650
48,1522276951,2850
48,1525383597,3700
49,1439964000,2
49,1444024800,4
49,1444284000,2
49,1467751036,17
49,1469262184,0
49,1469279249,17
49,1469284558,0
49,1469288107,17
49,1472003702,16
49,1472007302,17
49,1516661331,25
50,1461419813,0
50,1461422940,5500
50,1462366480,5600
50,1463816553,0
50,1463819964,5600
50,1466842921,0
50,1466868115,5600
50,1469268472,0
50,1469275646,5600
50,1469284558,0
50,1469288107,5600
50,1469296524,0
50,1469325299,5600
50,1470171581,5800
50,1471403250,6200
50,1472506991,7100
50,1478127682,7500
50,1481724806,7700
50,1490430242,0
50,1491503915,7700
50,1492847097,0
50,1493225545,7700
50,1500727884,0
50,1500738701,7700
50,1506168007,0
50,1506171607,7700
50,1509817450,8000
50,1511602793,0
50,1511617203,8000
50,1514019968,0
50,1514027156,8000
50,1520068247,0
50,1520093986,8000
50,1521844580,7700
50,1521877009,0
50,1521880604,7700
50,1525387202,8000
50,1527277766,7700
51,1367042400,37
51,1377237600,29
51,1387519200,28
51,1468333401,32
51,1474068407,0
51,1474122847,32
51,1484601385,28
51,1492857904,0
51,1493048927,28
51,1495266108,1
51,1495269748,28
53,1439445600,19
53,1449295200,18
53,1454133600,17
53,1456466400,19
53,1469262184,0
53,1469279249,19
53,1469284558,0
53,1469288107,19
53,1481825927,22
53,1483992049,21
53,1508362158,0
53,1508365765,20
53,1513702876,21
54,1461342473,0
54,1461360485,1000
54,1463949543,0
54,1463953146,1000
54,1476553166,0
54,1476563967,1000
54,1482072702,0
54,1482076309,1000
54,1493647245,0
54,1493650857,1000
54,1514356807,0
54,1514480137,1000
54,1520947424,0
54,1520951024,1000
54,1529765342,0
54,1529848225,1000
54,1531860557,0
54,1531867780,1000
55,1438668000,700
55,1453183200,1000
55,1460046644,0
55,1460050244,700
55,1460068245,0
55,1460071848,700
55,1469262184,0
55,1469279249,700
55,1469284558,0
55,1469288107,700
55,1533736812,1000
57,1366956000,19
57,1374127200,20
57,1406095200,15
57,1411452000,17
57,1444629600,22
57,1454047200,17
57,1459836000,19
57,1460095200,28
57,1465825373,26
57,1474312974,0
57,1474316574,26
57,1483630838,25
58,1402984800,14
58,1430892000,10
58,1439186400,13
58,1440741600,12
58,1459861115,9
58,1460144512,0
58,1460153248,9
58,1460648584,0
58,1460652183,9
58,1461066771,28
58,1465825373,26
58,1474312974,0
58,1474316574,26
58,1483630838,25
59,1459506302,0
59,1459509399,5500
59,1460332549,0
59,1460335910,5500
59,1460852848,0
59,1460870232,5500
59,1461419813,0
59,1461426539,5500
59,1462074811,0
59,1462092084,5500
59,1462366480,5600
59,1462673995,0
59,1462703794,5600
59,1463280439,0
59,1463287604,5600
59,1463816553,0
59,1463848774,5600
59,1466292128,0
59,1466295726,5600
59,1466842921,0
59,1466846514,5600
59,1466905034,0
59,1466919437,5600
59,1470171581,5800
59,1471403250,6200
59,1472506991,7100
59,1478127682,7500
59,1481724806,7700
59,1509821052,8000
59,1520068247,0
59,1520093986,8000
59,1521844580,7700
59,1525387202,8000
59,1527277766,7700
60,1447308000,9
60,1465825373,6
60,1470837833,8
60,1470848634,6
60,1470917069,8
60,1470924269,6
60,1471436609,8
60,1471454623,6
60,1474458923,9
60,1474564431,6
60,1475519202,9
60,1475587037,6
60,1475615839,10
60,1475862207,11
60,1480946506,8
60,1492879532,0
60,1492883143,8
60,1495266108,1
60,1495269748,8
60,1515818687,14
60,1516320193,10
60,1516813129,14
60,1518245607,10
62,1463499209,28
62,1463781357,0
62,1463949543,28
62,1469408117,0
62,1469422518,28
62,1471928084,0
62,1471938886,28
62,1484242615,0
62,1484246094,28
62,1484579762,0
63,1462739796,0
63,1462743397,179
63,1485974077,0
63,1485977678,179
63,1485981278,0
63,1485984884,179
63,1485999301,0
63,1486002902,179
63,1486010122,0
63,1486013721,179
63,1486017328,0
63,1486020928,179
63,1486036417,0
63,1486040023,179
63,1486043632,0
63,1486047240,179
63,1486054450,0
63,1486058060,179
63,1486061665,0
63,1486068870,179
63,1488677916,0
63,1488681523,211
63,1517582805,226
63,1536606530,0
64,1366956000,225
64,1445407200,333
64,1446703200,345
64,1446789600,448
64,1446876000,424
64,1449468000,450
64,1453874400,225
64,1454911200,223
64,1464274400,220
64,1464303203,219
64,1467958537,193
64,1471678781,191
64,1485834961,192
64,1490361431,212
64,1494372184,213
64,1506135530,211
64,1508570194,0
64,1508573794,211
64,1510790265,208
65,1447308000,9
65,1465825373,6
65,1470837833,8
65,1470848634,6
65,1470917069,8
65,1470924269,6
65,1471436609,8
65,1471454623,6
65,1474458923,9
65,1474564431,6
65,1475519202,9
65,1475587037,6
65,1475615839,10
65,1475862207,11
65,1480946506,8
65,1492847097,1
65,1492850694,8
65,1492879532,0
65,1492883143,8
65,1492890350,1
65,1492893950,8
65,1495266108,1
65,1495269748,8
65,1515818687,14
65,1516320193,10
65,1516813129,14
65,1518245607,10
66,1462366480,5600
66,1470171581,5800
66,1471403250,6200
66,1472506991,7100
66,1478127682,7500
66,1481724806,7700
66,1509817450,8000
66,1520068247,0
66,1520093986,8000
66,1521844580,7700
66,1525387202,8000
66,1527277766,7700
67,1459989179,1475
67,1460462717,1325
67,1463455593,1201
67,1468817924,691
67,1469262184,0
67,1469272046,691
67,1471661055,0
67,1471664346,691
67,1472003702,0
67,1472007302,691
67,1473130360,0
67,1473141163,691
67,1475119892,350
67,1475307721,0
67,1475314870,350
67,1480315407,100
67,1482568722,0
67,1482647816,100
68,1461342473,0
68,1461360485,1000
68,1463949543,0
68,1463953146,1000
68,1476553166,0
68,1476563967,1000
68,1482072702,0
68,1482076309,1000
68,1493647245,0
68,1493650857,1000
68,1514356807,0
68,1514480137,1000
68,1520947424,0
68,1520951024,1000
68,1529765342,0
68,1529848225,1000
68,1531860557,0
68,1531867780,1000
69,1438668000,700
69,1453183200,1000
69,1460046644,0
69,1460050244,700
69,1460068245,0
69,1460071848,700
69,1469262184,0
69,1469279249,700
69,1469284558,0
69,1469288107,700
69,1533736812,1000
70,1467495192,70
70,1469262184,0
70,1469279249,70
70,1469284558,0
70,1469288107,70
70,1476046362,85
70,1482417208,86
70,1491225903,88
70,1513810996,90
70,1515092598,92
70,1521750900,100
71,1366956000,43
71,1446012000,80
71,1450245600,86
71,1451023200,43
71,1480142390,6
71,1487358394,43
71,1489521923,39
71,1492879532,0
71,1492883143,39
71,1521073543,35
71,1526329435,38
72,1447308000,4
72,1470837833,6
72,1470848634,4
72,1470917069,6
72,1470924269,4
72,1471436609,6
72,1471454623,4
72,1475862207,5
72,1492847097,1
72,1492850694,5
72,1492879532,0
72,1492883143,5
72,1492890350,1
72,1492893950,5
72,1495266108,1
72,1495269748,5
72,1515818687,11
72,1516320193,9
72,1516813129,11
72,1518245607,7
72,1518735499,9
73,1464732895,40
73,1472744970,46
75,1464386016,15
76,1459989179,1475
76,1460462717,1325
76,1463455593,1201
76,1468817924,691
76,1475119892,350
76,1480311807,100
77,1462366480,5600
77,1470171581,5800
77,1471403250,6200
77,1472506991,7100
77,1478127682,7500
77,1481724806,7700
77,1482568722,0
77,1482586569,7700
77,1509817450,8000
77,1514019968,0
77,1514916064,8000
77,1520068247,0
77,1520263270,8000
77,1521844580,7700
77,1521877009,0
77,1522075209,7700
77,1525387202,8000
77,1527277766,7700
78,1367042400,20
78,1474068407,0
78,1474122847,20
78,1484601385,18
78,1492857904,0
78,1493048927,18
79,1461342473,0
79,1461360485,1000
79,1463949543,0
79,1463953146,1000
79,1476553166,0
79,1476563967,1000
79,1482072702,0
79,1482076309,1000
79,1493647245,0
79,1493650857,1000
79,1514356807,0
79,1514480137,1000
79,1520947424,0
79,1520951024,1000
79,1529765342,0
79,1529848225,1000
79,1531860557,0
79,1531867780,1000
80,1438668000,700
80,1460046644,0
80,1460050244,700
80,1460068245,0
80,1460071848,700
80,1469262184,0
80,1469279249,700
80,1469284558,0
80,1469288107,700
80,1533736812,1000
81,1442296800,7
81,1454652000,17
81,1456466400,7
81,1457416800,17
81,1458194400,7
81,1459317600,17
81,1466421122,9
81,1469262184,0
81,1469279249,9
81,1469284558,0
81,1469288107,9
81,1471678781,0
81,1471737212,9
81,1497555815,11
81,1506511531,10
81,1528922378,30
82,1366956000,4
82,1460095200,8
82,1474312974,0
82,1474316574,8
83,1402984800,4
83,1460144512,0
83,1460153248,4
83,1460648584,0
83,1460652183,4
83,1461066771,8
83,1474312974,0
83,1474316574,8
84,1367042400,2
84,1474068407,0
84,1474122847,2
84,1492857904,0
84,1493048927,2
85,1447048800,1
85,1460745775,2
85,1464061213,12
85,1472506991,14
85,1478127682,8
85,1510912743,0
85,1510934355,8
85,1510937964,0
85,1510948767,8
85,1513832609,0
85,1513865036,8
85,1516598959,0
85,1516628926,8
85,1518227598,0
85,1518231205,8
85,1520068247,0
85,1520093986,8
86,1367042400,33
86,1371276000,36
86,1377237600,33
86,1387519200,31
86,1429164000,35
86,1468333401,33
86,1474068407,0
86,1474122847,33
86,1492857904,0
86,1493048927,33
87,1462975883,2
87,1469262184,0
87,1469279249,2
87,1469284558,0
87,1469288107,2
88,1461342473,0
88,1461360485,1000
88,1463949543,0
88,1463953146,1000
88,1476553166,0
88,1476563967,1000
88,1482072702,0
88,1482076309,1000
88,1493647245,0
88,1493650857,1000
88,1514356807,0
88,1514480137,1000
88,1520947424,0
88,1520951024,1000
88,1529765342,0
88,1529848225,1000
88,1531860557,0
88,1531867780,1000
89,1459857516,165
89,1469262184,0
89,1469279249,165
89,1469284558,0
89,1469288107,165
89,1469649417,163
89,1470765805,162
89,1472057715,165
89,1472726962,168
89,1476046362,189
89,1478257404,187
89,1479945753,202
89,1481732020,208
89,1482417208,217
89,1483167287,202
89,1483966819,196
89,1484228084,195
89,1485780892,301
89,1491225903,299
89,1491860236,303
89,1492796634,301
89,1495129136,297
89,1495864401,195
89,1496145480,301
89,1496293284,195
89,1496350930,301
89,1499792972,299
89,1504093876,295
89,1505991508,288
89,1513810996,274
89,1516204934,273
89,1521750900,288
89,1522772573,287
89,1523470729,285
89,1523996872,283
89,1529416203,284
89,1532063642,283
90,1418709600,6
90,1421128800,10
90,1429596000,6
90,1436940000,5
90,1447048800,9
90,1450764000,5
90,1471870461,0
91,1447308000,11
91,1465825373,10
91,1470837833,14
91,1470848634,10
91,1470917069,14
91,1470924269,10
91,1471436609,14
91,1471454623,10
91,1474287765,12
91,1474294965,10
91,1474458923,12
91,1474564431,10
91,1475519202,12
91,1475587037,10
91,1475594237,12
91,1480946506,11
91,1492879532,0
91,1492883143,11
91,1495266108,1
91,1495269748,11
92,1447308000,4
92,1492879532,0
92,1492883143,4
93,1431928800,10
93,1436335200,42
93,1469262184,0
93,1469279249,42
93,1469284558,0
93,1469288107,42
93,1497999263,52
94,1442296800,32
94,1454652000,47
94,1456466400,31
94,1457416800,47
94,1458194400,31
94,1459317600,46
94,1466054778,31
94,1466079980,46
94,1466421122,54
94,1469262184,0
94,1469279249,54
94,1469284558,0
94,1469288107,54
94,1471678781,0
94,1471737212,54
94,1499692111,53
94,1505749671,52
94,1506511531,51
94,1528922378,20
95,1442642400,19
95,1449554400,18
96,1438668000,700
96,1453183200,1000
96,1460046644,0
96,1460050244,700
96,1460068245,0
96,1460071848,700
96,1469262184,0
96,1469279249,700
96,1469284558,0
96,1469288107,700
96,1533736812,1000
97,1447308000,4
97,1492879532,0
97,1492883143,4
98,1442210400,27
98,1445752800,9
98,1445839200,27
98,1464892842,0
98,1464896442,27
98,1465931795,0
98,1465935394,27
98,1468008804,0
98,1468016014,27
98,1468621532,0
98,1468632336,27
98,1469262184,0
98,1469279249,27
98,1469284558,0
98,1469288107,27
98,1470376862,0
98,1470394862,27
98,1471476234,0
98,1471490641,27
98,1472665730,0
98,1472669339,27
98,1473659722,0
98,1473681327,27
98,1475184944,0
98,1475192152,27
98,1479192709,0
98,1479224392,27
98,1480149593,0
98,1480182326,27
98,1481548311,0
98,1481555515,27
98,1483174488,0
98,1483221347,27
98,1483827281,0
98,1483899357,27
98,1484504078,0
98,1484565341,27
98,1485591578,0
98,1485780892,27
98,1486385226,0
98,1486392436,27
98,1486996970,0
99,1367042400,31
99,1371276000,34
99,1377237600,31
99,1387519200,29
99,1429164000,33
99,1468333401,31
99,1471661055,1
99,1471664346,31
99,1472003702,1
99,1472007302,31
99,1474068407,0
99,1474122847,31
99,1492857904,0
99,1493048927,31
100,1442988000,131
100,1492879532,0
100,1492883143,131
100,1500497367,154
101,1447048800,1
101,1460745775,4
101,1464061213,24
101,1472506991,28
101,1478127682,16
101,1485449439,36
101,1493679687,16
101,1510912743,0
101,1510934355,16
101,1510937964,0
101,1510948767,16
101,1513832609,0
101,1513865036,16
101,1516598959,0
101,1516628926,16
101,1518227598,0
101,1518231205,16
101,1520068247,0
101,1520093986,16
102,1459520199,5500
102,1459613136,0
102,1459702660,5500
102,1460332549,0
102,1460383497,5500
102,1461419813,0
102,1461426539,5500
102,1462366480,5600
102,1466842921,0
102,1466853714,5600
102,1466905034,0
102,1466912235,5600
102,1470171581,5800
102,1471403250,6200
102,1471661055,0
102,1471820045,6200
102,1472506991,7100
102,1478127682,7500
102,1481724806,7700
102,1492847097,0
102,1492850694,7700
102,1498289856,0
102,1498653876,7700
102,1500727884,0
102,1502895828,7700
102,1503130157,0
102,1503683232,7700
102,1505663263,0
102,1505738869,7700
102,1506168007,0
102,1510073325,8000
102,1511602793,0
102,1511894583,8000
102,1514019968,0
102,1514995331,8000
102,1520068247,0
102,1520432547,8000
102,1521877009,0
102,1522168874,7700
102,1525387202,8000
102,1527281367,7700
102,1529513001,0
102,1529938350,7700
102,1531922259,0
102,1531947492,7700
102,1532160938,0
102,1532435405,7700
102,1535229930,0
102,1536675000,7700
103,1366956000,13
103,1374040800,16
103,1406095200,11
103,1423029600,16
103,1444802400,17
103,1459613136,12
103,1459616224,17
103,1460095200,22
103,1471424855,21
103,1474312974,0
103,1474316574,21
103,1481132304,29
103,1486288885,21
103,1486292495,29
103,1486548498,21
103,1486552105,29
103,1486635006,21
103,1486638607,29
104,1402984800,10
104,1460144512,0
104,1460153248,10
104,1460648584,0
104,1460652183,10
104,1461066771,22
104,1471424855,21
104,1474312974,0
104,1474316574,21
104,1481132304,29
104,1486288885,21
104,1486292495,29
104,1486548498,21
104,1486552105,29
104,1486635006,21
104,1486638607,29
105,1463502811,422
105,1483264607,0
106,1366956000,13
106,1374040800,16
106,1411538400,14
106,1435039200,12
106,1445407200,13
106,1453960800,14
106,1458972000,12
106,1460095200,25
106,1474312974,0
106,1474316574,25
106,1481033898,23
106,1483630838,22
106,1484335283,24
106,1484765442,26
106,1486288885,22
